,id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,clean_ingredients,ingredient_count,timeMins,imageURL
227,Braised-Broccolini-Martha-Stewart-239954,braised broccolini,3.0,1800.0,[Side Dishes],[American],"[extra-virgin olive oil, large garlic cloves, broccolini, low sodium chicken broth, coarse salt, red pepper flakes]","['extra virgin olive oil', 'garlic clove', 'broccolini', 'low sodium chicken broth', 'coarse salt', 'pepper flake']",6,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.elvQMaKO2yRrE3ONm6OC7QHaHa%26pid%3DApi&f=1&ipt=940fd8d12f406e0df4e24afbf15ac6d96cc07a4b1175ae254d571dfee9f26b04&ipo=images
228,Banana-cake-345598,banana cake,5.0,4200.0,"[Desserts, Lunch and Snacks]",[American],"[flour, sea salt, baking soda, agave nectar, grapeseed oil, eggs, vanilla extract, bananas]","['flmy', 'sea salt', 'baking soda', 'agave nectar', 'oil', 'egg', 'vanilla extract', 'banana']",8,70.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.YSCSlH0kLe869robigu8vQHaLH%26pid%3DApi&f=1&ipt=221a48b5f25133df3baf3751a514925b9bb6c08bcc3df5880779a594a2795151&ipo=images
229,Garlic-Croutons-Martha-Stewart-195485,garlic croutons,4.0,1500.0,[Side Dishes],[American],"[day old bread, extra-virgin olive oil, garlic cloves, coarse salt]","['day old bread', 'extra virgin olive oil', 'garlic clove', 'coarse salt']",4,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.VQMKtiVcvfd63H67ZXkNLwHaNL%26pid%3DApi&f=1&ipt=82acd8bfdb2b43d3178f138779b24cc5ffaee6c156a41f6c28bf558b0ed2fd2e&ipo=images
230,Watercress-and-Cucumber-Salad-Martha-Stewart,watercress and cucumber salad,4.0,600.0,[Salads],[American],"[olive oil, white wine vinegar, dijon mustard, coarse salt, ground pepper, watercress, english cucumber]","['olive oil', 'white wine vinegar', 'dijon mustard', 'coarse salt', 'pepper', 'watercres', 'english cucumber']",7,10.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.2zMJdT_hXnuh9Tk35FdTDQHaHa%26pid%3DApi&f=1&ipt=9c3b43fd19c422565ad8335f54b5fbb1bb45d9eb1a602b8553c7ee5e1a044d27&ipo=images
231,French-in-a-Flash_-Broccoli-Gratin-Serious-Eats-41968,broccoli gratin,5.0,3300.0,"[Lunch and Snacks, Side Dishes]",[American],"[broccoli florets, crème fraîche, gruyere cheese, kosher salt, ground black pepper, panko]","['broccoli floret', 'crème fraîche', 'gruyere cheese', 'kosher salt', 'black pepper', 'panko']",6,55.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.AW-Mp587RarEZoyNCuYLuAHaFj%26pid%3DApi&f=1&ipt=2ff019820e1f4db1077639c8b6b012bbc8c68e55cf9cbe91b294aec8bc3d8e07&ipo=images
232,Mocha-brownies-358238,mocha brownies,5.0,5100.0,[Desserts],[American],"[brownies, unsweetened chocolate, butter, sugar, eggs, vanilla extract, all-purpose flour, icing, powdered sugar, cocoa powder, salt, coffee]","['browny', 'chocolate', 'butter', 'sugar', 'egg', 'vanilla extract', 'all purpose flmy', 'icing', 'sugar', 'cocoa powder', 'salt', 'coffee']",12,85.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.4BtAI0ymLBR1QsEkjAR2DQHaLH%26pid%3DApi&f=1&ipt=68099770c5656f001e6321b2e6ea3617a6bf631eec1db50bd80da57f5f29ea69&ipo=images
233,Roasted-spiced-sweet-potatoes-307230,roasted spiced sweet potatoes,5.0,2700.0,[Side Dishes],[American],"[coriander seeds, fennel seeds, dried oregano, hot red pepper flakes, kosher salt, sweet potatoes, vegetable oil]","['', '', 'oregano', 'pepper flake', 'kosher salt', 'sweet potato', 'vegetable oil']",7,45.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIF.ZC3neUs9LP9QlePMeByz5Q%26pid%3DApi&f=1&ipt=3315d81a8a5319f5851714ea90e397b6bf5be9b5c0d12bfd9ae3b2806f5858aa&ipo=images
234,Southern-Fried-Chicken-Allrecipes,southern fried chicken,5.0,2100.0,[Main Dishes],"[Southern & Soul Food, American]","[chicken, all-purpose flour, salt, ground black pepper, paprika, vegetable oil]","['chicken', 'all purpose flmy', 'salt', 'black pepper', 'paprika', 'vegetable oil']",6,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.fZdLV9RhvimRd2SxpjUpCQHaJc%26pid%3DApi&f=1&ipt=1be86bf35ed73940e42bb4bd1f5a04c8e5fc3d3d6408b29461d0de929d705e3a&ipo=images
235,Perfect-Mustard-Vinaigrette-Martha-Stewart,perfect mustard vinaigrette,4.0,900.0,[Salads],[American],"[dijon mustard, champagne vinegar, extra-virgin olive oil, coarse salt, freshly ground pepper]","['dijon mustard', 'champagne vinegar', 'extra virgin olive oil', 'coarse salt', 'pepper']",5,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.-anJbXMsVJ4DDTxQLQG0_QHaHa%26pid%3DApi&f=1&ipt=f6041220ccee2cca2f7556ac7279d87a69b298b6ac437d1d634ce70dd464eef5&ipo=images
236,Brown_Sugar-Barbecue-Chicken-Drumettes-Martha-Stewart,brown-sugar barbecue chicken drumettes,4.0,2700.0,"[Appetizers, Main Dishes]","[American, Kid-Friendly]","[ketchup, light brown sugar, worcestershire sauce, cider vinegar, coarse salt, ground pepper, chicken wing drummettes]","['ketchup', 'light brown sugar', 'worcestershire sauce', 'cider vinegar', 'coarse salt', 'pepper', 'chicken wing drummette']",7,45.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OsGXcBLUK7r7qrDYY9WhIQHaJQ%26pid%3DApi&f=1&ipt=807cfdc58462aa9dc5f5ca0b8ebcdbca5ba86239f2d8c96cc21d869d72172655&ipo=images
237,Peach-Lemonade-498006,peach lemonade,4.0,4800.0,[Beverages],[American],"[water, peaches, sugar, fresh lemon juice, ice]","['water', 'peach', 'sugar', 'lemon juice', 'ice']",5,80.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.4wTCuOcTgqj90yFFPxvDsgHaLG%26pid%3DApi&f=1&ipt=545e4e9d242806ab8fdc039b9ae67695513d4c6d58f6915a8a2819d8c42f6e18&ipo=images
238,Steak-diane-368659,steak diane,4.0,1500.0,[Main Dishes],"[American, French]","[filet, pepper, salt, extra-virgin olive oil, butter, shallots, dijon mustard, worcestershire sauce, heavy cream, lemon juice, chopped fresh chives]","['filet', 'pepper', 'salt', 'extra virgin olive oil', 'butter', 'shallot', 'dijon mustard', 'worcestershire sauce', 'heavy cream', 'lemon juice', 'chive']",11,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.6k8cNKbsNldgE4-rdZVZSgHaFj%26pid%3DApi&f=1&ipt=2d2a267727521d816c5b5ebac09b72d6d4d67ea2850c6ee79b40c7df6af9347b&ipo=images
239,Corn-and-black-bean-salsa-305811,corn and black bean salsa,5.0,3600.0,[Appetizers],[American],"[sweet corn, black beans, purple onion, garlic, jalapeno chilies, red bell pepper, chopped cilantro, ground cumin, olive oil, lime juice, salt, cayenne, bacon]","['sweet corn', 'black bean', 'purple onion', 'garlic', 'jalapeno chily', 'bell pepper', 'cilantro', 'cumin', 'olive oil', 'lime juice', 'salt', 'cayenne', 'bacon']",13,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.HVTUOp8WrrJCgl25r1FVLwHaLH%26pid%3DApi&f=1&ipt=ddd7a3e50702b343143e67b50b409b8550dcb145645ebf591d5f1dd140fda500&ipo=images
240,Spicy-oven-fries-296618,spicy oven fries,4.0,3600.0,[Side Dishes],[American],"[potatoes, country crock calcium plus vitamin d, salt, ground black pepper, cayenne pepper]","['potato', 'country crock calcium plu vitamin', 'salt', 'black pepper', 'cayenne pepper']",5,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.6k3qwnnsxHP4bI4g5c8dmAHaJ4%26pid%3DApi&f=1&ipt=22a76423ed5d719ee70071cc7591e3d61458c36efe413309f92ebdd14630aaf7&ipo=images
241,Jamie-369439,jamie,5.0,1500.0,,[American],"[freshly ground pepper, dill weed, reduced-fat sour cream, reduced fat mayonnaise, vidalia onion, flat leaf parsley]","['pepper', '', 'fat smy cream', 'fat mayonnaise', 'vidalium onion', 'flat leaf parsley']",6,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.eh-D2CMJFwtiWYi_NGxauAHaIy%26pid%3DApi&f=1&ipt=6bc5e6d41c30e4339723e2054d9367e09b9e6570b56ce7dd31cc206695989f24&ipo=images
242,Southern-cornbread-304976,southern cornbread,5.0,2100.0,[Breads],[Southern & Soul Food],"[flour, cornmeal, baking soda, salt, sugar, buttermilk, eggs, unsalted butter, bacon drippings]","['flmy', 'cornmeal', 'baking soda', 'salt', 'sugar', 'buttermilk', 'egg', 'butter', 'bacon dripping']",9,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.QpfJQMV_SkDxNT-eVJNFpgHaLJ%26pid%3DApi&f=1&ipt=9435d884dfe4990e919b64bfb471e89d0445d84eccf7ae8ab348b275084ecb9d&ipo=images
243,Mississippi-Mud-Cake-1164639,mississippi mud cake,4.0,3000.0,[Desserts],[American],"[melted butter, sugar, unsweetened cocoa powder, large eggs, vanilla extract, salt, all-purpose flour, chopped pecans, mini marshmallows, powdered sugar, milk, butter]","['butter', 'sugar', 'cocoa powder', 'egg', 'vanilla extract', 'salt', 'all purpose flmy', 'pecan', 'mini marshmallow', 'sugar', 'milk', 'butter']",12,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.jOzTykUDFnSOcViEhYLxzQHaLH%26pid%3DApi&f=1&ipt=1797fa4ad15058f4f7f6766536acf0f643df8d5d9d30e8fc481c5f0f3f18e444&ipo=images
244,Pineapple-Sorbet-474201,pineapple sorbet,5.0,4800.0,[Desserts],[American],"[pineapple, granulated sugar, water]","['pineapple', 'sugar', 'water']",3,80.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.De_z-y8X8pg87sSVpt-_SwHaKZ%26pid%3DApi&f=1&ipt=0cce738b93286506fab0dd3f949b49e7b7095e3774544acdec5616dcc701ed37&ipo=images
245,Southern-Pulled-Pork-Allrecipes,southern pulled pork,5.0,23400.0,[Main Dishes],"[Southern & Soul Food, American]","[butter, pork roast, cajun seasoning, onions, garlic, water, flavoring]","['butter', 'pork roast', 'cajun seasoning', 'onion', 'garlic', 'water', 'flavoring']",7,390.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.pDhB8-3mMFQgkIBWxUk6SgHaIs%26pid%3DApi&f=1&ipt=f74849cebfa02a8b604ae2dc156a5baf49314054710034b98f943318b9fcbbc8&ipo=images
246,Brown-sugar-butterscotch-slice-and-bake-cookies-346051,brown sugar-butterscotch slice-and-bake cookies,5.0,5400.0,[Desserts],[American],"[unsalted butter, dark brown sugar, vanilla extract, salt, candy, white flour]","['butter', 'dark brown sugar', 'vanilla extract', 'salt', 'candy', 'white flmy']",6,90.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._dj33ygiKhI0hd-kJWdg2gAAAA%26pid%3DApi&f=1&ipt=bbebaf36c9ad6fef00fcaecdf8aff07f7c008dcb25a4e8e6f34b77ec2bee23f7&ipo=images
247,Raspberry-Sparklers-MyRecipes-244874,raspberry sparklers,3.0,1200.0,[Beverages],[American],"[raspberries, lemon juice, sugar, ice cubes, seltzer, mint sprigs]","['raspberry', 'lemon juice', 'sugar', 'ice cube', 'seltzer', 'mint sprig']",6,20.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.B8gq9mG1j5JW6R9RGJucggHaLH%26pid%3DApi&f=1&ipt=1444bbcea161d9ec7cbf1e0cdd567dc0f1f3e10f62e1265c9255f30a663749e5&ipo=images
248,Tartar-Sauce-Martha-Stewart-191213,tartar sauce,3.0,1500.0,[Condiments and Sauces],[American],"[mayonnaise, sweet relish, capers, fresh lemon juice, hot pepper sauce]","['mayonnaise', 'sweet relish', 'caper', 'lemon juice', 'hot pepper sauce']",5,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.o9kXyYouU7WWrpn8Du5llgHaHa%26pid%3DApi&f=1&ipt=fb3a4697f21e141594a01a1f4e96a9428070d2db1292f2ef47f0e98a3c7138d2&ipo=images
249,Twice-baked-potatoes-with-ham-298386,twice-baked potatoes with ham,4.0,2400.0,[Side Dishes],[American],"[baking potatoes, hellmann' or best food real mayonnais, shredded cheddar cheese, cooked ham, sour cream]","['baking potato', 'hellmann best food real mayonnai', 'dar cheese', 'ham', 'smy cream']",5,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Cl-lL0eEcnxOFQTyz0SbCAHaLH%26pid%3DApi&f=1&ipt=f406ef69ea8993793e14425c66bbdcb8592177bb391d8270aabcfdfe3dc358f6&ipo=images
250,Huevos-rancheros-352493,huevos rancheros,5.0,,"[Breakfast and Brunch, Lunch and Snacks]","[American, Mexican, Southwestern]","[oil, onions, tomatoes, green chile, pepper, salt, cumin, large eggs, shredded lettuce, cheese, chopped cilantro, olive oil spray, corn tortillas]","['oil', 'onion', 'tomato', 'chile', 'pepper', 'salt', 'cumin', 'egg', 'lettuce', 'cheese', 'cilantro', 'olive oil spray', 'corn tortilla']",13,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.N34bg77IWCQCi-wErPmKxQHaEv%26pid%3DApi&f=1&ipt=aaf40ce0bbe8501fd350f54611e6b6ebd6d213e3a84803801eb6ad2256781748&ipo=images
251,Blue-Cheese-Vinaigrette-Martha-Stewart,blue cheese vinaigrette,3.0,300.0,[Salads],[American],"[white wine vinegar, dijon mustard, coarse salt, ground pepper, sugar, extra-virgin olive oil, crumbled blue cheese]","['white wine vinegar', 'dijon mustard', 'coarse salt', 'pepper', 'sugar', 'extra virgin olive oil', 'blue cheese']",7,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.rBxHA49Mpg6f1TNncAxYcQHaE8%26pid%3DApi&f=1&ipt=882d6507f51961aa92cead83fd01935ee4ea1d276a64f190b70438f0c25e609c&ipo=images
252,Artichoke-Dip-497388,artichoke dip,4.0,3300.0,"[Appetizers, Lunch and Snacks]",[American],"[artichoke hearts, hot sauce, lemon juice, garlic powder, mayonnaise, parmesan cheese, daisy sour cream]","['artichoke heart', 'hot sauce', 'lemon juice', 'garlic powder', 'mayonnaise', 'parmesan cheese', 'daisy smy cream']",7,55.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._9G-nI-swIRMSjYR0ftrCAHaLL%26pid%3DApi&f=1&ipt=59151b171208bd65ef8638ae75fc4a2bced6566d70ee082dbab1d81c5a9afb62&ipo=images
253,Brown-Gravy-My-Recipes_1,brown gravy,4.0,1500.0,"[Side Dishes, Condiments and Sauces]",[American],"[all-purpose flour, degreased turkey drippings, water, dry red wine, ground red pepper, black pepper]","['all purpose flmy', 'turkey dripping', 'water', 'wine', 'pepper', 'black pepper']",6,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.ubsqs--553xbFd9SN6K-JAHaLH%26pid%3DApi&f=1&ipt=dacdb53d30e1f113c5ab4bca5afc60c4c4ea7c6f10a3649643eb38889a3eacae&ipo=images
254,Italian-potato-salad-297346,italian potato salad,4.0,1500.0,"[Salads, Side Dishes]","[American, Italian]","[potatoes, wish-bone italian dressing, hellmann' or best food real mayonnais, finely chopped fresh parsley, red bell pepper, pitted olives, black pepper]","['potato', 'wish bone italian dressing', 'hellmann best food real mayonnai', 'parsley', 'bell pepper', 'olife', 'black pepper']",7,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.U6mj7DVv82l8EJFfpDyJoAHaLH%26pid%3DApi&f=1&ipt=b1acc069c53ec989c4210605c8bc61e68b2f9955f4fb6d83d4cc4be78ac13761&ipo=images
255,Banana-apricot-turnovers-352265,banana apricot turnovers,5.0,2400.0,[Desserts],[American],"[pepperidge farm puff pastry sheets, bananas, apricot preserves, cooking spray]","['pepperidge farm puff pastry sheet', 'banana', 'apricot preserve', 'cooking spray']",4,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.dJBXcWNO6Qo7nUJgdeHd1wHaE8%26pid%3DApi&f=1&ipt=82e36c1ea95a65fa484a35b4dfe7d6f0f916962138b9a1ee43300feec3ff7bf4&ipo=images
256,Roasted-Red-Potatoes-Martha-Stewart,roasted red potatoes,4.0,2100.0,[Side Dishes],[American],"[red potato, olive oil, fresh rosemary, freshly ground pepper, coarse salt]","['potato', 'olive oil', 'rosemary', 'pepper', 'coarse salt']",5,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.uNw8IFpAaBebSbDMr7_Y2gHaLH%26pid%3DApi&f=1&ipt=3032bae43320fb94dd6dfc61cd269ad01475180d42506478987c69d924c294e2&ipo=images
257,Smashed-potatoes-299078,smashed potatoes,4.0,1800.0,[Side Dishes],"[American, French]","[red potato, hellmann' or best food real mayonnais, grated parmesan cheese, sliced green onions, garlic]","['potato', 'hellmann best food real mayonnai', 'parmesan cheese', 'onion', 'garlic']",5,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.3n4Ga7kZg6cnSqeVyqiANgHaLH%26pid%3DApi&f=1&ipt=8322452eb09e47e01ebfd7a522c0e3b1503140d3d06139ee45e78a1d4d12e066&ipo=images
258,Baked-artichoke-dip-308882,baked artichoke dip,5.0,3900.0,[Appetizers],[American],"[water, silken tofu, garlic, parmesan cheese, greek yogurt, salt, cayenne pepper]","['water', 'silken tofu', 'garlic', 'parmesan cheese', 'greek yogurt', 'salt', 'cayenne pepper']",7,65.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.UmqdDpRzt2Glq4ab8oBkrQHaLH%26pid%3DApi&f=1&ipt=a36656d58fdeb4015b8e7c66050b57ab8cde6858a01b0fa3d4a3b20c31b09c18&ipo=images
259,Pecan-Sandies-472246,pecan sandies,5.0,,[Desserts],[American],"[all-purpose flour, chop fine pecan, salt, white sugar, butter, vanilla extract, powdered sugar]","['all purpose flmy', 'chop fine pecan', 'salt', 'white sugar', 'butter', 'vanilla extract', 'sugar']",7,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.rs4Bt1kIQDECBsEypeUzLQHaHa%26pid%3DApi&f=1&ipt=963de28096370603d1b06e86bdcc338e63eb1db7697a27a40c839d2c32edfa83&ipo=images
260,Chicken-Caesar-Salad-My-Recipes,chicken caesar salad,4.0,1800.0,[Salads],[American],"[caesar salad dressing, chicken cutlets, cooking spray, salad, tomatoes, fresh parmesan cheese]","['caesar salad dressing', 'chicken cutlet', 'cooking spray', 'salad', 'tomato', 'parmesan cheese']",6,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.5oVhKbOT0_PmdtoHZN-3owHaE5%26pid%3DApi&f=1&ipt=c179653a25ecf79db4a5e80b876201d01809e8bb5b8007ed1e30798837af581f&ipo=images
261,Blood-Orange-Sorbet-512447,blood orange sorbet,5.0,3600.0,[Desserts],[American],"[cold water, granulated sugar, blood orange juice, lemon juice]","['cold water', 'sugar', 'blood orange juice', 'lemon juice']",4,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.iV5qw5R0BQkHIX4GTQRmNgHaFW%26pid%3DApi&f=1&ipt=ce73ab7a256337bf5bc1c1eb29cacf46b0b229e0b2119a99c051213ac903b453&ipo=images
262,Spinach-Salad-with-Warm-Bacon-Dressing-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41341,spinach salad with warm bacon dressing,5.0,3000.0,[Salads],[American],"[eggs, peppered bacon, purple onion, mushrooms, baby spinach, bacon grease, red wine vinegar, sugar, dijon mustard, salt]","['egg', 'bacon', 'purple onion', 'mushroom', 'baby spinach', 'bacon grease', 'wine vinegar', 'sugar', 'dijon mustard', 'salt']",10,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.86s_ugUJOXlsI7uXEqnatgHaIo%26pid%3DApi&f=1&ipt=a3124a32174d0f121d3e4ff1963db40f3e32f643de1482b2d7458b0229b0d019&ipo=images
263,Belly_balance-Smoothie-My-Recipes,belly-balance smoothie,4.0,600.0,[Beverages],[American],"[fat free yogurt, blueberries, raspberries, soy milk, honey, gelatin]","['fat free yogurt', 'blueberry', 'raspberry', 'soy milk', 'honey', 'gelatin']",6,10.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.uw7QhpPcVFxFb1yHjV3xWQHaMV%26pid%3DApi&f=1&ipt=987e278cfe4e2ed888a70aefd24fe9cbd3269dfcea586af2cea64e6a013a33d7&ipo=images
264,Parmesan-and-herb-cheese-straws-309088,parmesan and herb cheese straws,5.0,2400.0,[Appetizers],[American],"[large eggs, hot sauce, puff pastry, parmesan cheese, chives, fresh thyme, ground black pepper, sea salt]","['egg', 'hot sauce', 'puff pastry', 'parmesan cheese', 'chive', 'thyme', 'black pepper', 'sea salt']",8,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LYEaHv7qZ8YR20qpYdo8bQHaHa%26pid%3DApi&f=1&ipt=f9cbc96771b13541e45e89cb1a741d98dc2b7957953263ccdb0b365a039d6e08&ipo=images
265,Best-cocoa-brownies-305482,best cocoa brownies,5.0,3600.0,[Desserts],[American],"[unsalted butter, sugar, unsweetened cocoa powder, salt, pure vanilla extract, large eggs, all-purpose flour, walnuts]","['butter', 'sugar', 'cocoa powder', 'salt', 'pure vanilla extract', 'egg', 'all purpose flmy', 'walnut']",8,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.0O-KKSYl40hs5u2DMTIPaAHaJ4%26pid%3DApi&f=1&ipt=08ba679255ba84f5c7bae6a87bc370b459378694178bc326fa01e1eea5e48dde&ipo=images
266,Creamy-coleslaw-304311,creamy coleslaw,4.0,300.0,"[Salads, Side Dishes]",[American],"[hellmann' or best food real mayonnais, knorr chicken flavor bouillon, lime juice, sugar, slaw mix]","['hellmann best food real mayonnai', 'knorr chicken flavor bouillon', 'lime juice', 'sugar', 'slaw mix']",5,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.w-G6bKbnb5RDr5ikP3z2yQHaJQ%26pid%3DApi&f=1&ipt=441cb2f5ff11754ddb49d1366859c5cd79d0f7a4d21f2c1d99328ab217459ccb&ipo=images
267,Shrimp-cocktail-305543,shrimp cocktail,5.0,3600.0,"[Appetizers, Lunch and Snacks]",[American],"[ketchup, prepared horseradish, salt, ground black pepper, ancho, cayenne pepper, lemon, juice, shrimp]","['ketchup', 'horseradish', 'salt', 'black pepper', 'ancho', 'cayenne pepper', 'lemon', 'juice', 'shrimp']",9,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.GPWGTl99Gb4Xb-oK6-r-xAHaLH%26pid%3DApi&f=1&ipt=bdb2f69dfc17a793d67214b1057c8375e4cf32c8bf5307008d88f8b066fe70a8&ipo=images
268,Grilled-Beef-Tenderloin-Martha-Stewart,grilled beef tenderloin,4.0,6000.0,[Main Dishes],[American],"[beef tenderloin, extra-virgin olive oil, freshly ground pepper, coarse salt, butter]","['beef tenderloin', 'extra virgin olive oil', 'pepper', 'coarse salt', 'butter']",5,100.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.QKLZL9qmZmbabsX6jNm1PwHaHa%26pid%3DApi&f=1&ipt=4bbce61402074976e1865372c102c0b959c8875c5516b593150598a7fd4dcebf&ipo=images
269,Key-Lime-Curd-470868,key lime curd,5.0,3000.0,[Desserts],[American],"[key lime juice, sugar, large eggs, unsalted butter]","['key lime juice', 'sugar', 'egg', 'butter']",4,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.uQjoNyVCczOTbtef9Q4jUwAAAA%26pid%3DApi&f=1&ipt=b3a814d642008529ac6c28eec5a4025e1a04c5ff02c524a72d00dc855461bc0c&ipo=images
270,Best-Barbecue-Chicken-Martha-Stewart,best barbecue chicken,4.0,2100.0,[Main Dishes],[American],"[vegetable oil, paprika, chili powder, chicken, barbecue sauce, coarse salt, ground pepper]","['vegetable oil', 'paprika', 'chili powder', 'chicken', 'barbecue sauce', 'coarse salt', 'pepper']",7,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.4LRzFIPbkWoMdKXFL3IPBwHaLH%26pid%3DApi&f=1&ipt=3df4ed987e9f5099ed6170b5e20347b1df516f6b493067c0737b80cff8339d15&ipo=images
271,Wake-Up-Smoothie-MyRecipes-246071,wake-up smoothie,4.0,1200.0,"[Beverages, Breakfast and Brunch]",[American],"[coffee, coffee low-fat frozen yogurt, ice, almond milk, ground flaxseed, ground cinnamon]","['coffee', 'coffee low fat yogurt', 'ice', 'almond milk', '', 'cinnamon']",6,20.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hFpQkUaAhFkQx_Hiuxp4nAHaE7%26pid%3DApi&f=1&ipt=e672332b49f8257cd2832e09b0472a99d9df446d32b9cc9289951a8e2215481a&ipo=images
272,Honey-Vinaigrette-Martha-Stewart-196402,honey vinaigrette,3.0,900.0,[Salads],[American],"[sherry wine vinegar, dijon mustard, shallots, honey, coarse salt, freshly ground pepper, safflower oil]","['sherry wine vinegar', 'dijon mustard', 'shallot', 'honey', 'coarse salt', 'pepper', 'safflower oil']",7,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.mrIYgMTu_lhk_zLYOM1eMQHaLY%26pid%3DApi&f=1&ipt=fe9683be2a4373c1d8effcd88c6764af6b419889a7035d108ab0fa3bf9c741ef&ipo=images
